date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
2022-03-01T00:00:00.000Z,294.95,299.97,292.15,296.4,31217778,286.9735442208,291.8577862686,284.2492657878,288.3843312665,31217778,0.0,1.0
2022-03-02T00:00:00.000Z,300.19,301.47,293.698,295.36,31873007,292.0718367169,293.3172211434,285.7554025786,287.3724564199,31873007,0.0,1.0
2022-03-03T00:00:00.000Z,295.92,303.13,294.05,302.89,27314469,287.9173121065,294.9323290716,286.0978832959,294.6988194916,27314469,0.0,1.0
2022-03-04T00:00:00.000Z,289.86,295.66,287.165,294.29,32369655,282.0211952122,287.6643433949,279.3990772205,286.3313928759,32369655,0.0,1.0
2022-03-07T00:00:00.000Z,278.91,289.69,278.53,288.53,43157178,271.367320626,281.8557925931,270.9975971243,280.7271629565,43157178,0.0,1.0
2022-03-08T00:00:00.000Z,275.85,283.96,270.0,277.8,48159475,268.3900734813,276.2807513712,262.6982774695,270.2873388186,48159475,0.0,1.0
2022-03-09T00:00:00.000Z,288.5,289.6,280.78,283.44,35204480,280.697974259,281.7682265006,273.1867494366,275.774813948,35204480,0.0,1.0
2022-03-10T00:00:00.000Z,285.59,286.6,280.58,283.02,30628012,277.8666706019,278.8493567509,272.9921581199,275.366172183,30628012,0.0,1.0
2022-03-11T00:00:00.000Z,280.07,289.51,279.43,287.96,27209330,272.4959502625,281.6806604081,271.8732580492,280.1725777041,27209330,0.0,1.0
2022-03-14T00:00:00.000Z,276.44,285.3992,275.82,280.34,30660747,268.9641178654,277.6810304858,268.3608847838,272.75864854,30660747,0.0,1.0
2022-03-15T00:00:00.000Z,287.15,287.82,278.725,280.35,34245085,279.3844828717,280.0363637825,271.1873236581,272.7683781058,34245085,0.0,1.0
2022-03-16T00:00:00.000Z,294.39,294.57,283.2,289.11,37826329,286.4286885342,286.6038207192,275.541304368,281.2914777748,37826329,0.0,1.0
2022-03-17T00:00:00.000Z,295.22,295.61,289.37,293.29,30816633,287.2362424983,287.6156955657,281.5444464865,285.3584362927,30816633,0.0,1.0
2022-03-18T00:00:00.000Z,300.43,301.0,292.73,295.37,42195837,292.3053462969,292.8599315493,284.8135806061,287.3821859858,42195837,0.0,1.0
2022-03-21T00:00:00.000Z,299.16,300.14,294.9,298.89,28107855,291.0696914362,292.0231888877,286.9248963917,290.8069931587,28107855,0.0,1.0
2022-03-22T00:00:00.000Z,304.06,305.0,298.77,299.8,27441386,295.837178694,296.7517578822,290.6902383687,291.6923836494,27441386,0.0,1.0
2022-03-23T00:00:00.000Z,299.49,303.23,297.7201,300.51,25715377,291.3907671086,295.0296247299,289.668731252,292.3831828235,25715377,0.0,1.0
2022-03-24T00:00:00.000Z,304.1,304.2,298.315,299.14,24484456,295.8760969573,295.9733926156,290.2475431234,291.0502323045,24484456,0.0,1.0
2022-03-25T00:00:00.000Z,303.68,305.5,299.2855,305.23,22443541,295.4674551923,297.2382361738,291.1917974874,296.9755378963,22443541,0.0,1.0
